541650, 
541300, 
537350, 
534850, 
529300, 
527225, 
526075, 
524250,
520000, 
518900, 
515275, 
514275, 
508975, 
502225, 
499925, 
497375,
494500, 
494075, 
489700, 
487525, 
481325, 
477975, 
474225, 
473400,
494500, 
494075, 
489700, 
487525, 
481325, 
477975, 
474225, 
473400,
541650, 
541300, 
537350, 
534850, 
529300, 
527225, 
526075, 
524250,
520000, 
518900, 
515275, 
514275, 
508975, 
502225, 
499925, 
497375,
494500, 
494075, 
489700, 
487525, 
481325, 
477975, 
474225, 
473400,
494500, 
494075, 
489700, 
487525, 
481325, 
477975, 
474225, 
473400,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
350, 250, 0, 0, 0, 50,
